customer_id,age,employment_status,monthly_income,family_support_income,income_volatility_score,employment_stability_score,is_stacker_hidden,total_monthly_income,total_monthly_obligation,DSR,residual_income,concurrent_loans,recent_debt_accumulation,loan_stacking_signal
1085,55,employed,5183.55,0.0,0.29,0.81,0,5183.55,0.0,0.0,5183.55,0.0,0.0,0
1086,55,employed,2336.7,0.0,0.03,0.97,0,2336.7,385.0,0.16476227157957804,1951.6999999999998,2.0,0.0,0
1087,27,employed,3694.47,0.0,0.2,0.78,0,3694.47,306.67,0.08300784686301418,3387.7999999999997,1.0,0.0,0
1088,24,employed,4216.37,0.0,0.26,0.73,0,4216.37,115.0,0.027274646200404613,4101.37,1.0,0.0,0
1089,25,employed,3992.97,590.28,0.1,0.91,0,4583.25,325.83,0.07109147439044346,4257.42,1.0,0.0,0
1090,26,employed,5426.49,0.0,0.12,0.79,1,5426.49,5048.95,0.9304264819432082,377.53999999999996,4.0,34500.0,1
1091,47,self_employed,3572.13,0.0,0.65,0.34,0,3572.13,0.0,0.0,3572.13,0.0,0.0,0
1092,27,employed,4381.46,0.0,0.23,0.74,0,4381.46,0.0,0.0,4381.46,0.0,0.0,0
1093,38,employed,4608.2,0.0,0.15,0.84,0,4608.2,0.0,0.0,4608.2,0.0,0.0,0
1094,35,self_employed,3739.3,0.0,0.24,0.8,0,3739.3,288.75,0.07722033535688498,3450.55,1.0,0.0,0
1095,50,employed,3848.63,0.0,0.05,0.93,0,3848.63,330.62,0.08590589378558085,3518.01,2.0,0.0,0
1096,35,employed,3744.75,740.24,0.18,0.8,0,4484.99,288.75,0.06438141445131428,4196.24,2.0,0.0,0
1097,35,self_employed,4561.89,0.0,0.59,0.52,0,4561.89,158.12,0.03466107249407592,4403.77,1.0,0.0,0
1098,23,employed,4188.49,654.17,0.19,0.73,1,4842.66,7945.0,1.640627258572768,-3102.34,5.0,11800.0,1
1099,36,self_employed,5215.63,665.63,0.5,0.55,0,5881.26,436.03999999999996,0.07414057531889424,5445.22,2.0,0.0,0
1100,54,employed,5207.82,0.0,0.07,0.95,0,5207.82,962.5,0.18481821568333776,4245.32,2.0,0.0,0
1101,52,employed,5805.76,0.0,0.11,0.85,0,5805.76,953.75,0.16427651160227083,4852.01,2.0,0.0,0
1102,25,self_employed,4804.41,0.0,0.42,0.65,0,4804.41,392.92,0.08178319502290604,4411.49,1.0,0.0,0
1103,26,self_employed,3332.04,0.0,0.6,0.41,0,3332.04,0.0,0.0,3332.04,0.0,0.0,0
1104,33,self_employed,4801.77,0.0,0.36,0.6,0,4801.77,172.5,0.03592425293173142,4629.27,1.0,0.0,0
1105,26,self_employed,2314.29,0.0,0.44,0.59,0,2314.29,0.0,0.0,2314.29,0.0,0.0,0
1106,50,employed,3736.58,0.0,0.23,0.75,0,3736.58,201.25,0.05385941154745784,3535.33,1.0,0.0,0
1107,22,self_employed,7308.04,0.0,0.53,0.5,0,7308.04,416.87,0.05704265439160158,6891.17,2.0,0.0,0
1108,47,employed,4681.8,0.0,0.0,0.97,0,4681.8,824.17,0.1760369943184245,3857.63,1.0,0.0,0
1109,55,self_employed,2834.78,0.0,0.25,0.76,0,2834.78,0.0,0.0,2834.78,0.0,0.0,0
1110,27,employed,4831.06,0.0,0.18,0.78,0,4831.06,0.0,0.0,4831.06,0.0,0.0,0
1111,28,unemployed,727.67,0.0,0.56,0.36,0,727.67,0.0,0.0,727.67,0.0,0.0,0
1112,28,employed,4011.14,495.17,0.21,0.76,1,4506.3099999999995,3972.5,0.8815416604716498,533.8099999999995,4.0,14200.0,1
1113,51,self_employed,2679.71,0.0,0.42,0.59,0,2679.71,239.58,0.08940519683100037,2440.13,1.0,0.0,0
1114,51,employed,5454.42,0.0,0.18,0.75,0,5454.42,1011.25,0.18540009753557665,4443.17,2.0,0.0,0
1115,54,employed,3377.75,482.16,0.26,0.75,0,3859.91,0.0,0.0,3859.91,0.0,0.0,0
1116,45,employed,6057.1,0.0,0.21,0.8,0,6057.1,1504.5900000000001,0.24840105000742932,4552.51,2.0,0.0,0
1117,49,employed,3807.74,425.04,0.07,0.91,0,4232.78,0.0,0.0,4232.78,0.0,0.0,0
1118,42,employed,4927.46,0.0,0.27,0.79,0,4927.46,490.0,0.09944271490788358,4437.46,2.0,0.0,0
1119,40,employed,4615.94,395.46,0.23,0.82,0,5011.4,840.0,0.16761783134453448,4171.4,2.0,0.0,0
1120,23,employed,4948.17,365.99,0.18,0.81,0,5314.16,0.0,0.0,5314.16,0.0,0.0,0
1121,44,self_employed,3886.21,0.0,0.5,0.51,0,3886.21,0.0,0.0,3886.21,0.0,0.0,0
1122,30,employed,2631.87,242.31,0.06,0.94,0,2874.18,0.0,0.0,2874.18,0.0,0.0,0
1123,32,self_employed,5520.12,0.0,0.46,0.55,0,5520.12,134.17,0.02430563103700644,5385.95,1.0,0.0,0
1124,59,self_employed,3884.04,0.0,0.45,0.6,0,3884.04,383.33,0.09869362828395176,3500.71,1.0,0.0,0
1125,38,employed,4306.89,0.0,0.17,0.71,0,4306.89,656.25,0.1523721293090838,3650.6400000000003,2.0,0.0,0
1126,57,self_employed,4736.62,0.0,0.33,0.66,0,4736.62,0.0,0.0,4736.62,0.0,0.0,0
1127,45,self_employed,2212.46,0.0,0.72,0.32,0,2212.46,584.5799999999999,0.2642217260425047,1627.88,2.0,0.0,0
1128,38,employed,2648.35,0.0,0.13,0.92,1,2648.35,5873.95,2.21796590329828,-3225.6,6.0,26500.0,1
1129,38,employed,4614.39,0.0,0.25,0.83,1,4614.39,4211.25,0.9126341726642091,403.1400000000003,3.0,0.0,1
1130,51,employed,3753.77,368.22,0.1,0.93,0,4121.99,645.0,0.1564778177530756,3476.99,2.0,0.0,0
1131,33,employed,4808.11,611.96,0.1,0.95,0,5420.07,0.0,0.0,5420.07,0.0,0.0,0
1132,27,unemployed,526.71,0.0,0.73,0.31,0,526.71,191.67,0.3639004385715099,335.0400000000001,1.0,0.0,0
1133,53,self_employed,4727.73,0.0,0.69,0.32,0,4727.73,743.3299999999999,0.15722767586135417,3984.3999999999996,2.0,0.0,0
1134,29,unemployed,496.04,636.3,0.69,0.36,1,1132.34,1156.25,1.0211155659960789,-23.910000000000082,6.0,3000.0,1
1135,52,employed,3587.16,0.0,0.14,0.86,0,3587.16,852.9200000000001,0.23777026951683228,2734.24,2.0,0.0,0
1136,44,employed,4810.65,0.0,0.18,0.79,0,4810.65,1025.41,0.21315414756841594,3785.24,2.0,0.0,0
1137,37,employed,4834.84,0.0,0.06,0.95,1,4834.84,12325.0,2.5492053511595008,-7490.16,5.0,41500.0,1
1138,34,employed,3984.09,396.54,0.1,0.97,0,4380.63,0.0,0.0,4380.63,0.0,0.0,0
1139,37,self_employed,977.27,0.0,0.24,0.67,1,977.27,1610.62,1.6480808783652419,-633.3499999999999,6.0,5700.0,1
1140,35,employed,4363.65,0.0,0.17,0.87,0,4363.65,0.0,0.0,4363.65,0.0,0.0,0
1141,36,employed,5240.4,300.33,0.29,0.76,0,5540.73,345.0,0.062266163483873066,5195.73,1.0,0.0,0
1142,32,self_employed,3179.02,470.16,0.17,0.79,0,3649.18,167.71,0.04595827007711322,3481.47,1.0,0.0,0
1143,31,employed,3667.31,479.19,0.05,0.98,0,4146.5,498.33,0.12018087543711564,3648.17,1.0,0.0,0
1144,30,self_employed,5291.27,0.0,0.27,0.8,0,5291.27,929.58,0.17568183063801318,4361.6900000000005,2.0,0.0,0
1145,45,self_employed,2643.88,0.0,0.36,0.53,0,2643.88,0.0,0.0,2643.88,0.0,0.0,0
1146,50,self_employed,2182.44,608.7,0.28,0.78,0,2791.1400000000003,47.92,0.017168612108314163,2743.2200000000003,1.0,0.0,0
1147,55,employed,2896.54,0.0,0.05,0.91,1,2896.54,5437.29,1.8771672409150228,-2540.75,6.0,20800.0,1
1148,34,self_employed,3564.91,0.0,0.3,0.75,0,3564.91,512.71,0.14382130264158144,3052.2,2.0,0.0,0
1149,48,self_employed,3736.04,0.0,0.35,0.73,0,3736.04,0.0,0.0,3736.04,0.0,0.0,0
1150,34,self_employed,5100.01,733.86,0.38,0.61,0,5833.87,249.38,0.04274692442580997,5584.49,1.0,0.0,0
1151,51,self_employed,3720.07,0.0,0.66,0.3,0,3720.07,0.0,0.0,3720.07,0.0,0.0,0
1152,34,employed,4689.81,0.0,0.05,0.98,0,4689.81,700.0,0.14925977811467842,3989.8100000000004,1.0,0.0,0
1153,56,employed,2919.8,0.0,0.28,0.78,0,2919.8,498.33,0.1706726488115624,2421.4700000000003,1.0,0.0,0
1154,36,self_employed,3145.47,410.71,0.66,0.35,0,3556.18,699.59,0.19672513764770064,2856.5899999999997,2.0,0.0,0
1155,38,self_employed,3149.01,0.0,0.76,0.33,0,3149.01,778.3299999999999,0.2471665698108294,2370.6800000000003,2.0,0.0,0
1156,35,unemployed,536.71,0.0,0.87,0.11,0,536.71,0.0,0.0,536.71,0.0,0.0,0
1157,36,self_employed,3330.51,0.0,0.17,0.77,0,3330.51,0.0,0.0,3330.51,0.0,0.0,0
1158,36,self_employed,1968.15,0.0,0.69,0.34,0,1968.15,0.0,0.0,1968.15,0.0,0.0,0
1159,48,self_employed,4146.26,548.66,0.25,0.73,0,4694.92,0.0,0.0,4694.92,0.0,0.0,0
1160,59,employed,5239.37,0.0,0.18,0.76,0,5239.37,594.1700000000001,0.11340485592733479,4645.2,2.0,0.0,0
1161,37,employed,5155.01,0.0,0.34,0.75,1,5155.01,5989.17,1.1618153990001958,-834.1599999999999,4.0,29200.0,1
1162,50,employed,2014.96,749.84,0.32,0.71,0,2764.8,584.59,0.21144024884259258,2180.21,2.0,0.0,0
1163,35,employed,2859.1,0.0,0.17,0.86,0,2859.1,284.38,0.09946486656640202,2574.72,2.0,0.0,0
1164,43,employed,4672.51,0.0,0.18,0.79,1,4672.51,5021.87,1.0747692353788434,-349.3599999999997,5.0,19800.0,1
1165,39,employed,4262.8,0.0,0.09,0.91,0,4262.8,239.58,0.05620249601201088,4023.2200000000003,1.0,0.0,0
1166,59,self_employed,4909.77,0.0,0.67,0.37,0,4909.77,787.5,0.160394478763771,4122.27,2.0,0.0,0
1167,36,employed,5202.72,0.0,0.18,0.86,0,5202.72,0.0,0.0,5202.72,0.0,0.0,0
1168,23,employed,3623.11,715.02,0.24,0.79,0,4338.13,443.33,0.1021938023987294,3894.8,2.0,0.0,0
1169,32,employed,3216.99,0.0,0.11,0.96,0,3216.99,0.0,0.0,3216.99,0.0,0.0,0
1170,33,self_employed,5785.53,709.91,0.32,0.66,1,6495.44,12410.61,1.9106650203835307,-5915.170000000001,7.0,47900.0,1
1171,41,employed,5081.18,0.0,0.18,0.84,0,5081.18,742.71,0.1461688033094675,4338.47,2.0,0.0,0
1172,35,employed,3174.74,0.0,0.04,0.93,0,3174.74,341.67,0.10762141151716362,2833.0699999999997,2.0,0.0,0
1173,39,employed,2951.02,0.0,0.2,0.86,1,2951.02,5466.04,1.8522544747239937,-2515.02,6.0,27500.0,1
1174,56,employed,2924.25,0.0,0.04,0.94,0,2924.25,105.0,0.03590664272890485,2819.25,1.0,0.0,0
1175,45,employed,3019.39,0.0,0.0,0.99,0,3019.39,271.25,0.08983602648217025,2748.14,1.0,0.0,0
1176,53,employed,3933.72,0.0,0.11,0.88,0,3933.72,368.96000000000004,0.09379416938673826,3564.7599999999998,2.0,0.0,0
1177,33,employed,4997.06,474.64,0.31,0.77,0,5471.700000000001,288.75,0.0527715335270574,5182.950000000001,1.0,0.0,0
1178,35,unemployed,345.96,169.9,0.84,0.15,0,515.86,0.0,0.0,515.86,0.0,0.0,0
1179,35,employed,4919.01,0.0,0.17,0.75,0,4919.01,210.0,0.04269151719553325,4709.01,1.0,0.0,0
1180,23,self_employed,3525.33,0.0,0.4,0.6,0,3525.33,842.29,0.23892515026962013,2683.04,2.0,0.0,0
1181,52,employed,2323.87,0.0,0.07,0.94,0,2323.87,109.38,0.047068037368699626,2214.49,1.0,0.0,0
1182,33,self_employed,2977.02,430.15,0.67,0.32,0,3407.17,0.0,0.0,3407.17,0.0,0.0,0
1183,49,self_employed,6615.12,0.0,0.4,0.58,1,6615.12,9112.08,1.3774625403620797,-2496.96,6.0,84900.0,1
1184,22,employed,3639.2,515.73,0.07,0.83,1,4154.93,9912.08,2.385619011631965,-5757.15,6.0,32600.0,1
1185,41,unemployed,513.93,0.0,0.66,0.36,0,513.93,0.0,0.0,513.93,0.0,0.0,0
1186,44,employed,4886.55,0.0,0.19,0.76,0,4886.55,383.33,0.0784459383409563,4503.22,1.0,0.0,0
1187,22,self_employed,2812.34,0.0,0.19,0.78,0,2812.34,436.03999999999996,0.15504526479728623,2376.3,2.0,0.0,0
1188,47,employed,4147.02,0.0,0.09,0.92,0,4147.02,0.0,0.0,4147.02,0.0,0.0,0
1189,25,employed,4510.98,0.0,0.13,0.81,1,4510.98,7196.66,1.595365086965582,-2685.6800000000003,5.0,33200.0,1
1190,49,employed,2709.23,686.2,0.03,0.95,0,3395.4300000000003,167.71,0.049392860403542405,3227.7200000000003,2.0,0.0,0
1191,32,self_employed,3809.29,0.0,0.55,0.5,0,3809.29,206.04,0.05408881970130917,3603.25,1.0,0.0,0
1192,44,employed,4455.96,0.0,0.05,0.94,0,4455.96,450.42,0.10108259499636442,4005.54,2.0,0.0,0
1193,33,employed,4012.46,0.0,0.25,0.86,0,4012.46,105.42,0.0262731591093743,3907.04,1.0,0.0,0
1194,56,employed,4889.59,0.0,0.33,0.72,0,4889.59,0.0,0.0,4889.59,0.0,0.0,0
1195,24,employed,5227.18,173.87,0.03,0.98,0,5401.05,1317.71,0.24397293118930577,4083.34,2.0,0.0,0
1196,44,self_employed,3120.97,0.0,0.26,0.76,0,3120.97,565.4200000000001,0.1811680342970295,2555.5499999999997,2.0,0.0,0
1197,43,employed,4312.32,0.0,0.09,0.85,0,4312.32,900.83,0.20889683511427726,3411.49,1.0,0.0,0
1198,49,employed,4734.65,0.0,0.01,0.91,0,4734.65,0.0,0.0,4734.65,0.0,0.0,0
1199,46,employed,3567.74,602.71,0.17,0.79,0,4170.45,507.5,0.12168950592861683,3662.95,1.0,0.0,0
1200,34,employed,3879.73,359.6,0.03,0.94,0,4239.33,332.5,0.0784322050890117,3906.83,1.0,0.0,0
1201,29,self_employed,1072.68,575.01,0.57,0.45,0,1647.69,52.71,0.03199024088269031,1594.98,1.0,0.0,0
1202,40,employed,4713.81,0.0,0.2,0.83,0,4713.81,236.25,0.05011869379546481,4477.56,1.0,0.0,0
1203,42,employed,3412.07,0.0,0.34,0.71,0,3412.07,144.38,0.04231448944482381,3267.69,1.0,0.0,0
1204,35,employed,5768.42,0.0,0.32,0.72,0,5768.42,325.83,0.056485138044733214,5442.59,1.0,0.0,0
1205,32,unemployed,345.05,0.0,0.89,0.14,0,345.05,0.0,0.0,345.05,0.0,0.0,0
1206,57,employed,5302.72,0.0,0.0,0.96,0,5302.72,1305.42,0.24617931929274034,3997.3,2.0,0.0,0
1207,25,employed,3430.96,0.0,0.07,0.94,0,3430.96,0.0,0.0,3430.96,0.0,0.0,0
1208,29,employed,3518.49,0.0,0.21,0.85,0,3518.49,0.0,0.0,3518.49,0.0,0.0,0
1209,23,employed,3032.29,0.0,0.05,0.99,1,3032.29,7157.08,2.3602887586609462,-4124.79,7.0,39400.0,1
1210,26,employed,2563.18,0.0,0.05,0.9,0,2563.18,0.0,0.0,2563.18,0.0,0.0,0
1211,37,employed,4065.02,32.89,0.19,0.79,1,4097.91,9672.93,2.360454475574134,-5575.02,6.0,39000.0,1
1212,26,self_employed,2370.05,0.0,0.4,0.64,0,2370.05,57.5,0.0242610915381532,2312.55,1.0,0.0,0
1213,29,self_employed,3700.31,469.51,0.27,0.69,1,4169.82,3788.75,0.9086123621643141,381.0699999999997,4.0,24900.0,1
1214,48,employed,2935.01,538.67,0.15,0.85,0,3473.6800000000003,0.0,0.0,3473.6800000000003,0.0,0.0,0
1215,27,self_employed,3876.96,0.0,0.27,0.73,0,3876.96,191.67,0.049438219636003464,3685.29,1.0,0.0,0
1216,59,self_employed,4878.61,441.95,0.23,0.73,1,5320.5599999999995,14376.25,2.7020182086096205,-9055.69,6.0,69600.0,1
1217,42,employed,4793.63,0.0,0.26,0.74,0,4793.63,0.0,0.0,4793.63,0.0,0.0,0
1218,23,employed,4437.35,992.98,0.04,0.95,0,5430.33,0.0,0.0,5430.33,0.0,0.0,0
1219,24,unemployed,551.03,0.0,0.91,0.14,0,551.03,143.75,0.2608750884706822,407.28,2.0,0.0,0
1220,36,unemployed,550.78,0.0,0.77,0.23,0,550.78,87.5,0.15886560877301284,463.28,1.0,0.0,0
1221,39,employed,4039.24,0.0,0.18,0.81,0,4039.24,1178.75,0.2918246996959824,2860.49,2.0,0.0,0
1222,55,employed,4118.93,0.0,0.0,0.99,1,4118.93,3592.91,0.8722920758546515,526.0200000000004,3.0,7100.0,1
1223,30,self_employed,2345.35,0.0,0.33,0.65,0,2345.35,230.0,0.09806638668002644,2115.35,1.0,0.0,0
1224,38,employed,3525.74,398.53,0.15,0.89,0,3924.2699999999995,210.83,0.05372464178050951,3713.4399999999996,1.0,0.0,0
1225,56,employed,4538.85,675.73,0.22,0.82,1,5214.58,2185.0,0.41901744723448486,3029.58,3.0,12900.0,1
