loan_id,customer_id,lender_type,principal,interest_rate,monthly_payment,loan_start_date,loan_status
5039,1024,credit_card,12300.0,0.15,2357.5,2023-10-18,active
5040,1024,credit_card,6900.0,0.15,661.25,2023-11-19,active
5041,1024,finance_company,16100.0,0.25,838.54,2024-05-04,active
5042,1024,finance_company,12200.0,0.25,1270.83,2024-09-01,active
5043,1025,finance_company,1700.0,0.15,81.46,2023-05-11,active
5044,1025,bank,2600.0,0.05,227.5,2023-06-11,active
5045,1026,credit_card,14300.0,0.15,1370.42,2023-05-10,active
5046,1026,bank,16400.0,0.05,717.5,2023-07-05,active
5047,1026,bank,11700.0,0.05,511.88,2023-10-21,active
5048,1026,finance_company,10800.0,0.25,1125.0,2024-04-03,active
5049,1028,credit_card,4700.0,0.15,225.21,2023-02-10,active
5050,1028,bank,2700.0,0.05,472.5,2023-05-04,active
5051,1029,finance_company,4500.0,0.15,431.25,2023-02-06,active
5052,1032,finance_company,1900.0,0.15,364.17,2023-03-26,active
5053,1034,credit_card,4100.0,0.15,392.92,2023-03-01,active
5054,1034,credit_card,1900.0,0.15,364.17,2023-07-08,active
5055,1035,credit_card,3700.0,0.15,177.29,2023-06-17,active
5056,1037,finance_company,8700.0,0.15,416.88,2023-04-20,active
5057,1037,finance_company,11100.0,0.15,1063.75,2023-05-27,active
5058,1037,bank,7600.0,0.05,332.5,2023-10-26,active
5059,1037,finance_company,10000.0,0.25,520.83,2024-04-08,active
5060,1037,finance_company,8600.0,0.25,1791.67,2024-08-30,active
5061,1038,bank,10500.0,0.05,918.75,2023-04-14,active
5062,1038,finance_company,11700.0,0.15,560.62,2023-06-13,active
5063,1038,bank,8000.0,0.05,1400.0,2023-12-03,active
5064,1039,credit_card,4200.0,0.15,805.0,2023-03-16,active
5065,1040,finance_company,19500.0,0.15,934.38,2023-02-17,active
5066,1040,bank,18500.0,0.05,1618.75,2023-06-04,active
5067,1040,credit_card,7900.0,0.15,378.54,2023-08-26,active
5068,1041,finance_company,2000.0,0.15,383.33,2023-03-10,active
5069,1042,bank,2300.0,0.05,402.5,2023-04-05,active
5070,1043,credit_card,5200.0,0.15,996.67,2023-05-21,active
5071,1043,bank,4700.0,0.05,205.62,2023-09-14,active
5072,1044,credit_card,16600.0,0.15,3181.67,2023-02-12,active
5073,1044,bank,16400.0,0.05,1435.0,2023-07-10,active
5074,1044,bank,9800.0,0.05,857.5,2023-12-24,active
5075,1044,finance_company,15000.0,0.25,1562.5,2024-04-09,active
5076,1044,finance_company,11300.0,0.25,588.54,2024-08-19,active
5077,1044,finance_company,9600.0,0.25,1000.0,2024-11-24,active
5078,1048,bank,1600.0,0.05,140.0,2023-04-23,active
5079,1049,bank,12500.0,0.05,1093.75,2023-03-11,active
5080,1049,finance_company,16700.0,0.15,1600.42,2023-07-26,active
5081,1049,credit_card,9700.0,0.15,929.58,2023-08-30,active
5082,1049,finance_company,7800.0,0.25,812.5,2024-02-15,active
5083,1049,finance_company,9700.0,0.25,1010.42,2024-06-13,active
5084,1049,finance_company,13900.0,0.25,2895.83,2024-12-03,active
5085,1053,credit_card,3200.0,0.15,153.33,2023-06-24,active
5086,1053,bank,3300.0,0.05,577.5,2023-11-16,active
5087,1055,finance_company,8100.0,0.15,1552.5,2023-04-03,active
5088,1055,credit_card,12300.0,0.15,1178.75,2023-08-13,active
5089,1055,bank,15200.0,0.05,1330.0,2024-01-22,active
5090,1055,finance_company,7600.0,0.25,1583.33,2024-06-13,active
5091,1056,finance_company,3500.0,0.15,335.42,2023-05-16,active
5092,1056,bank,2500.0,0.05,437.5,2023-08-11,active
5093,1057,bank,2100.0,0.05,183.75,2023-04-11,active
5094,1058,bank,4900.0,0.05,857.5,2023-04-24,active
5095,1058,credit_card,2000.0,0.15,95.83,2023-09-02,active
5096,1059,bank,16500.0,0.05,2887.5,2023-05-10,active
5097,1059,credit_card,10900.0,0.15,1044.58,2023-07-23,active
5098,1059,bank,20400.0,0.05,3570.0,2023-10-23,active
5099,1059,finance_company,8000.0,0.25,1666.67,2023-12-01,active
5100,1059,finance_company,11600.0,0.25,1208.33,2024-04-04,active
5101,1059,finance_company,7800.0,0.25,1625.0,2024-08-01,active
5102,1059,finance_company,21800.0,0.25,4541.67,2024-11-03,active
5103,1062,credit_card,13500.0,0.15,2587.5,2023-05-25,active
5104,1062,finance_company,13200.0,0.15,1265.0,2023-08-04,active
5105,1062,finance_company,20500.0,0.15,3929.17,2023-12-25,active
5106,1062,finance_company,9600.0,0.25,2000.0,2024-05-12,active
5107,1063,bank,2100.0,0.05,367.5,2023-06-19,active
5108,1063,finance_company,1600.0,0.15,153.33,2023-07-21,active
5109,1064,finance_company,2200.0,0.15,421.67,2023-06-09,active
5110,1066,credit_card,12300.0,0.15,1178.75,2023-05-11,active
5111,1066,credit_card,11900.0,0.15,1140.42,2023-09-08,active
5112,1066,finance_company,16300.0,0.15,781.04,2023-10-23,active
5113,1066,finance_company,21900.0,0.25,2281.25,2024-01-02,active
5114,1066,finance_company,9100.0,0.25,947.92,2024-05-26,active
5115,1066,finance_company,21800.0,0.25,4541.67,2024-07-26,active
5116,1068,bank,1000.0,0.05,87.5,2023-04-01,active
5117,1068,finance_company,1000.0,0.15,191.67,2023-05-07,active
5118,1069,credit_card,1300.0,0.15,249.17,2023-06-23,active
5119,1070,finance_company,4100.0,0.15,392.92,2023-05-04,active
5120,1071,bank,3300.0,0.05,577.5,2023-02-02,active
5121,1071,credit_card,4000.0,0.15,191.67,2023-05-13,active
5122,1072,credit_card,3700.0,0.15,709.17,2023-06-11,active
5123,1072,credit_card,2200.0,0.15,210.83,2023-09-12,active
5124,1073,credit_card,4900.0,0.15,469.58,2023-03-18,active
5125,1073,finance_company,5700.0,0.15,273.12,2023-07-08,active
5126,1075,bank,2800.0,0.05,490.0,2023-03-17,active
5127,1078,bank,3500.0,0.05,153.12,2023-03-16,active
5128,1079,finance_company,3100.0,0.15,297.08,2023-03-03,active
5129,1081,credit_card,3600.0,0.15,172.5,2023-05-28,active
5130,1081,bank,2100.0,0.05,183.75,2023-10-16,active
5131,1082,bank,16300.0,0.05,713.12,2023-03-19,active
5132,1082,finance_company,10000.0,0.15,479.17,2023-05-05,active
5133,1082,credit_card,17200.0,0.15,824.17,2023-07-07,active
5134,1082,finance_company,15200.0,0.25,791.67,2023-12-25,active
5135,1082,finance_company,9300.0,0.25,484.38,2024-06-07,active
5136,1082,finance_company,13100.0,0.25,1364.58,2024-07-17,active
5137,1083,bank,2400.0,0.05,420.0,2023-03-09,active
5138,1086,bank,2800.0,0.05,245.0,2023-06-04,active
5139,1086,bank,1600.0,0.05,140.0,2023-11-20,active
5140,1087,finance_company,1600.0,0.15,306.67,2023-03-13,active
5141,1088,finance_company,2400.0,0.15,115.0,2023-05-09,active
5142,1089,credit_card,3400.0,0.15,325.83,2023-05-25,active
5143,1090,bank,11000.0,0.05,481.25,2023-06-18,active
5144,1090,finance_company,14900.0,0.15,2855.83,2023-11-14,active
5145,1090,bank,10200.0,0.05,446.25,2024-01-24,active
5146,1090,finance_company,24300.0,0.25,1265.62,2024-07-04,active
5147,1094,bank,3300.0,0.05,288.75,2023-06-13,active
5148,1095,finance_company,4200.0,0.15,201.25,2023-02-10,active
5149,1095,credit_card,2700.0,0.15,129.37,2023-06-28,active
5150,1096,bank,1600.0,0.05,70.0,2023-03-15,active
5151,1096,bank,2500.0,0.05,218.75,2023-05-12,active
5152,1097,credit_card,3300.0,0.15,158.12,2023-03-22,active
5153,1098,bank,12200.0,0.05,1067.5,2023-03-07,active
5154,1098,bank,9400.0,0.05,1645.0,2023-07-23,active
5155,1098,bank,14800.0,0.05,1295.0,2023-10-24,active
5156,1098,finance_company,13000.0,0.25,2708.33,2023-12-12,active
5157,1098,finance_company,11800.0,0.25,1229.17,2024-04-09,active
5158,1099,bank,2300.0,0.05,201.25,2023-05-23,active
5159,1099,credit_card,4900.0,0.15,234.79,2023-09-20,active
5160,1100,bank,2600.0,0.05,455.0,2023-04-14,active
5161,1100,bank,5800.0,0.05,507.5,2023-10-05,active
5162,1101,finance_company,6300.0,0.15,603.75,2023-06-15,active
5163,1101,bank,4000.0,0.05,350.0,2023-07-23,active
5164,1102,finance_company,4100.0,0.15,392.92,2023-05-15,active
5165,1104,credit_card,3600.0,0.15,172.5,2023-02-11,active
5166,1106,finance_company,2100.0,0.15,201.25,2023-04-27,active
5167,1107,credit_card,3000.0,0.15,143.75,2023-05-06,active
5168,1107,credit_card,5700.0,0.15,273.12,2023-08-16,active
5169,1108,finance_company,4300.0,0.15,824.17,2023-03-29,active
5170,1112,bank,13000.0,0.05,568.75,2023-02-12,active
5171,1112,finance_company,9000.0,0.15,862.5,2023-07-03,active
5172,1112,finance_company,9400.0,0.15,1801.67,2023-12-01,active
5173,1112,finance_company,14200.0,0.25,739.58,2024-02-20,active
5174,1113,finance_company,2500.0,0.15,239.58,2023-02-07,active
5175,1114,bank,3400.0,0.05,148.75,2023-06-04,active
5176,1114,finance_company,4500.0,0.15,862.5,2023-11-12,active
5177,1116,finance_company,6100.0,0.15,1169.17,2023-04-05,active
5178,1116,finance_company,3500.0,0.15,335.42,2023-09-16,active
5179,1118,bank,3000.0,0.05,131.25,2023-04-30,active
5180,1118,bank,4100.0,0.05,358.75,2023-07-09,active
5181,1119,finance_company,4200.0,0.15,402.5,2023-05-06,active
5182,1119,bank,5000.0,0.05,437.5,2023-08-30,active
5183,1123,finance_company,2800.0,0.15,134.17,2023-06-24,active
5184,1124,finance_company,4000.0,0.15,383.33,2023-02-02,active
5185,1125,bank,2900.0,0.05,253.75,2023-02-03,active
5186,1125,credit_card,4200.0,0.15,402.5,2023-04-25,active
5187,1127,finance_company,2000.0,0.15,383.33,2023-04-14,active
5188,1127,bank,2300.0,0.05,201.25,2023-08-18,active
5189,1128,bank,10700.0,0.05,1872.5,2023-02-14,active
5190,1128,credit_card,7200.0,0.15,690.0,2023-07-15,active
5191,1128,bank,9500.0,0.05,415.62,2023-11-03,active
5192,1128,finance_company,6600.0,0.25,343.75,2024-02-29,active
5193,1128,finance_company,9700.0,0.25,2020.83,2024-06-10,active
5194,1128,finance_company,10200.0,0.25,531.25,2024-08-01,active
5195,1129,credit_card,12600.0,0.15,603.75,2023-05-22,active
5196,1129,bank,7800.0,0.05,1365.0,2023-07-20,active
5197,1129,finance_company,11700.0,0.15,2242.5,2023-12-18,active
5198,1130,credit_card,3900.0,0.15,373.75,2023-02-12,active
5199,1130,bank,3100.0,0.05,271.25,2023-07-13,active
5200,1132,credit_card,1000.0,0.15,191.67,2023-05-14,active
5201,1133,finance_company,2600.0,0.15,498.33,2023-04-09,active
5202,1133,bank,5600.0,0.05,245.0,2023-09-03,active
5203,1134,bank,1000.0,0.05,87.5,2023-04-15,active
5204,1134,credit_card,2000.0,0.15,383.33,2023-07-11,active
5205,1134,bank,1000.0,0.05,175.0,2023-09-10,active
5206,1134,finance_company,1700.0,0.25,354.17,2023-11-21,active
5207,1134,finance_company,1300.0,0.25,67.71,2024-04-12,active
5208,1134,finance_company,1700.0,0.25,88.54,2024-06-21,active
5209,1135,credit_card,2500.0,0.15,479.17,2023-03-29,active
5210,1135,credit_card,3900.0,0.15,373.75,2023-06-23,active
5211,1136,finance_company,4400.0,0.15,843.33,2023-05-23,active
5212,1136,credit_card,3800.0,0.15,182.08,2023-07-17,active
5213,1137,finance_company,20500.0,0.15,3929.17,2023-03-07,active
5214,1137,finance_company,12700.0,0.15,1217.08,2023-08-19,active
5215,1137,credit_card,7300.0,0.15,699.58,2023-11-11,active
5216,1137,finance_company,20800.0,0.25,2166.67,2024-05-07,active
5217,1137,finance_company,20700.0,0.25,4312.5,2024-10-12,active
5218,1139,bank,2500.0,0.05,218.75,2023-04-06,active
5219,1139,credit_card,3700.0,0.15,177.29,2023-07-09,active
5220,1139,finance_company,3000.0,0.15,287.5,2023-10-08,active
5221,1139,finance_company,2000.0,0.25,208.33,2023-12-28,active
5222,1139,finance_company,2700.0,0.25,562.5,2024-06-01,active
5223,1139,finance_company,3000.0,0.25,156.25,2024-07-22,active
5224,1141,finance_company,3600.0,0.15,345.0,2023-04-11,active
5225,1142,finance_company,3500.0,0.15,167.71,2023-05-23,active
5226,1143,credit_card,2600.0,0.15,498.33,2023-03-17,active
5227,1144,finance_company,2900.0,0.15,555.83,2023-04-20,active
5228,1144,credit_card,3900.0,0.15,373.75,2023-08-11,active
5229,1146,finance_company,1000.0,0.15,47.92,2023-03-08,active
5230,1147,bank,6400.0,0.05,280.0,2023-03-12,active
5231,1147,bank,8800.0,0.05,770.0,2023-08-30,active
5232,1147,credit_card,10200.0,0.15,1955.0,2023-12-03,active
5233,1147,finance_company,6500.0,0.25,338.54,2024-01-07,active
5234,1147,finance_company,5800.0,0.25,1208.33,2024-02-11,active
5235,1147,finance_company,8500.0,0.25,885.42,2024-07-13,active
5236,1148,finance_company,3400.0,0.15,325.83,2023-04-04,active
5237,1148,credit_card,3900.0,0.15,186.88,2023-07-02,active
5238,1150,bank,5700.0,0.05,249.38,2023-02-21,active
5239,1152,bank,4000.0,0.05,700.0,2023-02-10,active
5240,1153,credit_card,2600.0,0.15,498.33,2023-01-31,active
5241,1154,credit_card,1900.0,0.15,364.17,2023-03-02,active
5242,1154,credit_card,3500.0,0.15,335.42,2023-08-28,active
5243,1155,credit_card,2600.0,0.15,498.33,2023-05-07,active
5244,1155,bank,3200.0,0.05,280.0,2023-08-01,active
5245,1160,credit_card,6000.0,0.15,287.5,2023-06-29,active
5246,1160,credit_card,3200.0,0.15,306.67,2023-11-21,active
5247,1161,bank,9200.0,0.05,1610.0,2023-04-29,active
5248,1161,finance_company,10300.0,0.15,493.54,2023-10-18,active
5249,1161,finance_company,13700.0,0.15,656.46,2024-01-30,active
5250,1161,finance_company,15500.0,0.25,3229.17,2024-03-14,active
5251,1162,finance_company,2300.0,0.15,220.42,2023-03-14,active
5252,1162,finance_company,1900.0,0.15,364.17,2023-08-06,active
5253,1163,bank,2000.0,0.05,175.0,2023-05-14,active
5254,1163,bank,2500.0,0.05,109.38,2023-10-29,active
5255,1164,credit_card,17500.0,0.15,838.54,2023-03-19,active
5256,1164,finance_company,12300.0,0.15,1178.75,2023-07-20,active
5257,1164,credit_card,8200.0,0.15,785.83,2023-10-25,active
5258,1164,finance_company,12200.0,0.25,635.42,2024-04-05,active
5259,1164,finance_company,7600.0,0.25,1583.33,2024-06-11,active
5260,1165,credit_card,5000.0,0.15,239.58,2023-02-25,active
5261,1166,bank,4400.0,0.05,385.0,2023-02-22,active
5262,1166,credit_card,4200.0,0.15,402.5,2023-08-07,active
5263,1168,bank,2000.0,0.05,175.0,2023-04-25,active
5264,1168,finance_company,2800.0,0.15,268.33,2023-07-02,active
5265,1170,credit_card,19000.0,0.15,1820.83,2023-02-03,active
5266,1170,finance_company,10700.0,0.15,2050.83,2023-05-08,active
5267,1170,finance_company,16900.0,0.15,809.79,2023-10-02,active
5268,1170,finance_company,13200.0,0.25,1375.0,2023-12-08,active
5269,1170,finance_company,12900.0,0.25,2687.5,2024-05-21,active
5270,1170,finance_company,11800.0,0.25,2458.33,2024-07-02,active
5271,1170,finance_company,23200.0,0.25,1208.33,2024-11-17,active
5272,1171,finance_company,5900.0,0.15,282.71,2023-03-15,active
5273,1171,credit_card,2400.0,0.15,460.0,2023-06-10,active
5274,1172,bank,2700.0,0.05,236.25,2023-02-09,active
5275,1172,credit_card,2200.0,0.15,105.42,2023-04-23,active
5276,1173,bank,8400.0,0.05,1470.0,2023-04-26,active
5277,1173,finance_company,7700.0,0.15,1475.83,2023-09-26,active
5278,1173,bank,9100.0,0.05,796.25,2023-12-06,active
5279,1173,finance_company,9100.0,0.25,473.96,2024-02-14,active
5280,1173,finance_company,5600.0,0.25,583.33,2024-05-10,active
5281,1173,finance_company,12800.0,0.25,666.67,2024-10-21,active
5282,1174,bank,1200.0,0.05,105.0,2023-06-15,active
5283,1175,bank,3100.0,0.05,271.25,2023-05-09,active
5284,1176,finance_company,2100.0,0.15,201.25,2023-06-22,active
5285,1176,credit_card,3500.0,0.15,167.71,2023-10-17,active
5286,1177,bank,3300.0,0.05,288.75,2023-06-09,active
5287,1179,bank,2400.0,0.05,210.0,2023-06-13,active
5288,1180,bank,3800.0,0.05,665.0,2023-05-20,active
5289,1180,finance_company,3700.0,0.15,177.29,2023-10-19,active
5290,1181,bank,2500.0,0.05,109.38,2023-02-26,active
5291,1183,bank,29400.0,0.05,1286.25,2023-05-17,active
5292,1183,credit_card,11000.0,0.15,527.08,2023-07-13,active
5293,1183,bank,22700.0,0.05,1986.25,2024-01-05,active
5294,1183,finance_company,10800.0,0.25,1125.0,2024-02-26,active
5295,1183,finance_company,29000.0,0.25,3020.83,2024-08-23,active
5296,1183,finance_company,22400.0,0.25,1166.67,2024-11-19,active
5297,1184,finance_company,10600.0,0.15,2031.67,2023-02-23,active
5298,1184,credit_card,11700.0,0.15,2242.5,2023-05-07,active
5299,1184,bank,11800.0,0.05,2065.0,2023-10-22,active
5300,1184,finance_company,7100.0,0.25,369.79,2024-03-14,active
5301,1184,finance_company,12000.0,0.25,2500.0,2024-05-22,active
5302,1184,finance_company,13500.0,0.25,703.12,2024-10-18,active
5303,1186,credit_card,2000.0,0.15,383.33,2023-03-01,active
5304,1187,finance_company,3000.0,0.15,287.5,2023-03-07,active
5305,1187,credit_card,3100.0,0.15,148.54,2023-04-09,active
5306,1189,finance_company,15200.0,0.15,728.33,2023-06-29,active
5307,1189,bank,10200.0,0.05,1785.0,2023-09-10,active
5308,1189,bank,7000.0,0.05,1225.0,2023-12-03,active
5309,1189,finance_company,19500.0,0.25,2031.25,2024-02-10,active
5310,1189,finance_company,13700.0,0.25,1427.08,2024-07-24,active
5311,1190,credit_card,1100.0,0.15,52.71,2023-05-15,active
5312,1190,finance_company,2400.0,0.15,115.0,2023-09-03,active
5313,1191,finance_company,4300.0,0.15,206.04,2023-03-30,active
5314,1192,credit_card,2900.0,0.15,277.92,2023-05-28,active
5315,1192,credit_card,3600.0,0.15,172.5,2023-09-15,active
5316,1193,finance_company,2200.0,0.15,105.42,2023-05-08,active
5317,1195,credit_card,5800.0,0.15,1111.67,2023-04-04,active
5318,1195,credit_card,4300.0,0.15,206.04,2023-09-05,active
5319,1196,finance_company,2700.0,0.15,258.75,2023-04-21,active
5320,1196,credit_card,3200.0,0.15,306.67,2023-06-17,active
5321,1197,finance_company,4700.0,0.15,900.83,2023-05-31,active
5322,1199,bank,2900.0,0.05,507.5,2023-02-24,active
5323,1200,bank,3800.0,0.05,332.5,2023-02-18,active
5324,1201,finance_company,1100.0,0.15,52.71,2023-06-23,active
5325,1202,bank,5400.0,0.05,236.25,2023-05-09,active
5326,1203,bank,3300.0,0.05,144.38,2023-05-25,active
5327,1204,finance_company,3400.0,0.15,325.83,2023-03-07,active
5328,1206,bank,5500.0,0.05,481.25,2023-05-03,active
5329,1206,finance_company,4300.0,0.15,824.17,2023-06-26,active
5330,1209,finance_company,12400.0,0.15,2376.67,2023-02-26,active
5331,1209,bank,11600.0,0.05,1015.0,2023-05-18,active
5332,1209,credit_card,9400.0,0.15,900.83,2023-11-06,active
5333,1209,finance_company,12800.0,0.25,666.67,2024-03-01,active
5334,1209,finance_company,5200.0,0.25,1083.33,2024-05-16,active
5335,1209,finance_company,12500.0,0.25,651.04,2024-06-26,active
5336,1209,finance_company,8900.0,0.25,463.54,2024-09-06,active
5337,1211,credit_card,12400.0,0.15,2376.67,2023-06-23,active
5338,1211,finance_company,17300.0,0.15,1657.92,2023-11-10,active
5339,1211,finance_company,15900.0,0.15,1523.75,2023-12-26,active
5340,1211,finance_company,9000.0,0.25,1875.0,2024-04-10,active
5341,1211,finance_company,13000.0,0.25,1354.17,2024-09-03,active
5342,1211,finance_company,17000.0,0.25,885.42,2024-11-30,active
5343,1212,credit_card,1200.0,0.15,57.5,2023-03-10,active
5344,1213,bank,9900.0,0.05,433.12,2023-05-20,active
5345,1213,credit_card,7500.0,0.15,718.75,2023-11-10,active
5346,1213,finance_company,9600.0,0.15,1840.0,2024-01-24,active
5347,1213,finance_company,15300.0,0.25,796.88,2024-06-19,active
5348,1215,finance_company,2000.0,0.15,191.67,2023-03-29,active
5349,1216,bank,14700.0,0.05,2572.5,2023-06-25,active
5350,1216,bank,19400.0,0.05,1697.5,2023-10-07,active
5351,1216,bank,21500.0,0.05,3762.5,2024-01-04,active
5352,1216,finance_company,17900.0,0.25,1864.58,2024-02-05,active
5353,1216,finance_company,17400.0,0.25,1812.5,2024-06-29,active
5354,1216,finance_company,12800.0,0.25,2666.67,2024-10-29,active
5355,1219,finance_company,1000.0,0.15,47.92,2023-02-16,active
5356,1219,finance_company,1000.0,0.15,95.83,2023-05-05,active
5357,1220,bank,1000.0,0.05,87.5,2023-06-15,active
5358,1221,finance_company,3500.0,0.15,335.42,2023-06-11,active
5359,1221,credit_card,4400.0,0.15,843.33,2023-10-25,active
5360,1222,credit_card,7300.0,0.15,349.79,2023-05-09,active
5361,1222,finance_company,15300.0,0.15,2932.5,2023-10-22,active
5362,1222,bank,7100.0,0.05,310.62,2024-03-07,active
5363,1223,credit_card,2400.0,0.15,230.0,2023-03-17,active
5364,1224,credit_card,2200.0,0.15,210.83,2023-04-21,active
5365,1225,finance_company,12500.0,0.15,598.96,2023-04-29,active
5366,1225,credit_card,7300.0,0.15,349.79,2023-09-26,active
5367,1225,finance_company,12900.0,0.15,1236.25,2024-03-11,active
5368,1227,credit_card,3600.0,0.15,172.5,2023-02-17,active
5369,1228,credit_card,3100.0,0.15,148.54,2023-03-26,active
5370,1229,credit_card,4500.0,0.15,431.25,2023-05-13,active
5371,1229,bank,3200.0,0.05,560.0,2023-09-03,active
5372,1230,credit_card,3100.0,0.15,594.17,2023-06-19,active
5373,1230,credit_card,1800.0,0.15,172.5,2023-09-05,active
5374,1231,credit_card,8300.0,0.15,1590.83,2023-02-25,active
5375,1231,finance_company,12700.0,0.15,2434.17,2023-05-12,active
5376,1231,credit_card,12300.0,0.15,1178.75,2023-11-05,active
5377,1231,finance_company,12700.0,0.25,2645.83,2024-01-22,active
5378,1233,credit_card,4400.0,0.15,421.67,2023-06-18,active
5379,1233,bank,8300.0,0.05,1452.5,2023-10-14,active
5380,1233,bank,7900.0,0.05,345.62,2024-03-18,active
5381,1233,finance_company,3000.0,0.25,156.25,2024-07-01,active
5382,1233,finance_company,3100.0,0.25,161.46,2024-11-03,active
5383,1234,credit_card,2500.0,0.15,119.79,2023-06-07,active
5384,1235,credit_card,1800.0,0.15,86.25,2023-03-06,active
5385,1236,finance_company,3400.0,0.15,162.92,2023-04-21,active
5386,1237,credit_card,7200.0,0.15,345.0,2023-02-02,active
5387,1237,credit_card,10400.0,0.15,996.67,2023-07-11,active
5388,1237,bank,9500.0,0.05,415.62,2023-11-15,active
5389,1237,finance_company,17500.0,0.25,911.46,2024-04-22,active
5390,1239,finance_company,1600.0,0.15,153.33,2023-06-29,active
5391,1239,credit_card,2500.0,0.15,239.58,2023-11-20,active
5392,1243,bank,4600.0,0.05,201.25,2023-04-11,active
5393,1243,bank,5100.0,0.05,223.12,2023-05-25,active
5394,1244,finance_company,3200.0,0.15,153.33,2023-06-12,active
5395,1244,credit_card,3100.0,0.15,148.54,2023-10-22,active
5396,1245,finance_company,2800.0,0.15,134.17,2023-03-31,active
5397,1246,finance_company,4300.0,0.15,824.17,2023-02-02,active
5398,1246,credit_card,4800.0,0.15,230.0,2023-05-01,active
5399,1247,credit_card,1500.0,0.15,143.75,2023-02-13,active
5400,1247,finance_company,1300.0,0.15,124.58,2023-06-02,active
5401,1249,finance_company,11300.0,0.15,2165.83,2023-02-17,active
5402,1249,credit_card,24700.0,0.15,1183.54,2023-06-24,active
5403,1249,finance_company,9000.0,0.15,1725.0,2023-08-27,active
5404,1249,finance_company,13700.0,0.25,1427.08,2023-12-30,active
5405,1249,finance_company,17900.0,0.25,932.29,2024-06-19,active
5406,1249,finance_company,18300.0,0.25,3812.5,2024-09-06,active
5407,1250,credit_card,2200.0,0.15,105.42,2023-03-26,active
5408,1251,bank,2100.0,0.05,91.88,2023-03-05,active
5409,1253,bank,3300.0,0.05,144.38,2023-02-02,active
5410,1254,credit_card,2300.0,0.15,110.21,2023-04-14,active
5411,1255,bank,12800.0,0.05,1120.0,2023-02-16,active
5412,1255,finance_company,17900.0,0.15,3430.83,2023-06-22,active
5413,1255,finance_company,13800.0,0.15,661.25,2023-09-06,active
5414,1255,finance_company,10600.0,0.25,552.08,2024-02-22,active
5415,1255,finance_company,13000.0,0.25,1354.17,2024-06-07,active
5416,1255,finance_company,8000.0,0.25,833.33,2024-08-29,active
5417,1256,bank,11500.0,0.05,503.12,2023-06-01,active
5418,1256,credit_card,14300.0,0.15,1370.42,2023-11-27,active
5419,1256,credit_card,7700.0,0.15,1475.83,2024-01-27,active
5420,1256,finance_company,13000.0,0.25,1354.17,2024-06-12,active
5421,1256,finance_company,12000.0,0.25,2500.0,2024-08-26,active
5422,1257,bank,1300.0,0.05,113.75,2023-04-01,active
5423,1258,bank,1200.0,0.05,210.0,2023-06-05,active
