customer_id,transaction_date,transaction_type,amount,related_loan_id
1005,2024-01-05,repayment,1566.25,5008
1005,2024-02-04,repayment,1566.25,5008
1005,2024-03-05,repayment,1566.25,5008
1005,2024-04-04,repayment,1566.25,5008
1005,2024-05-04,repayment,1566.25,5008
1005,2024-06-03,repayment,1566.25,5008
1005,2024-07-03,repayment,1566.25,5008
1005,2024-08-02,repayment,1566.25,5008
1005,2024-09-01,repayment,1566.25,5008
1005,2024-10-01,repayment,1566.25,5008
1005,2024-10-31,repayment,1566.25,5008
1005,2024-01-23,loan_disbursement,11400.0,5009
1005,2024-02-22,repayment,546.25,5009
1005,2024-03-23,repayment,546.25,5009
1005,2024-04-22,repayment,546.25,5009
1005,2024-05-22,repayment,546.25,5009
1005,2024-06-21,repayment,546.25,5009
1005,2024-07-21,repayment,546.25,5009
1005,2024-08-20,repayment,546.25,5009
1005,2024-09-19,repayment,546.25,5009
1005,2024-10-19,repayment,546.25,5009
1005,2024-11-18,repayment,546.25,5009
1005,2024-12-18,repayment,546.25,5009
1005,2024-04-18,loan_disbursement,11100.0,5010
1005,2024-05-18,repayment,1156.25,5010
1005,2024-06-17,repayment,1156.25,5010
1005,2024-07-17,repayment,1156.25,5010
1005,2024-08-16,repayment,1156.25,5010
1005,2024-09-15,repayment,1156.25,5010
1005,2024-10-15,repayment,1156.25,5010
1005,2024-11-14,repayment,1156.25,5010
1005,2024-12-14,repayment,1156.25,5010
1005,2024-09-06,loan_disbursement,9900.0,5011
1005,2024-10-06,repayment,515.62,5011
1005,2024-11-05,repayment,515.62,5011
1005,2024-12-05,repayment,515.62,5011
1006,2023-05-19,loan_disbursement,5900.0,5012
1006,2023-06-18,repayment,1130.83,5012
1006,2023-07-18,repayment,1130.83,5012
1006,2023-08-17,repayment,1130.83,5012
1006,2023-09-16,repayment,1130.83,5012
1006,2023-10-16,repayment,1130.83,5012
1006,2023-11-15,repayment,1130.83,5012
1006,2023-08-16,loan_disbursement,2600.0,5013
1006,2023-09-15,repayment,113.75,5013
1006,2023-10-15,repayment,113.75,5013
1006,2023-11-14,repayment,113.75,5013
1006,2023-12-14,repayment,113.75,5013
1006,2024-01-13,repayment,113.75,5013
1006,2024-02-12,repayment,113.75,5013
1006,2024-03-13,repayment,113.75,5013
1006,2024-04-12,repayment,113.75,5013
1006,2024-05-12,repayment,113.75,5013
1006,2024-06-11,repayment,113.75,5013
1006,2024-07-11,repayment,113.75,5013
1006,2024-08-10,repayment,113.75,5013
1006,2024-09-09,repayment,113.75,5013
1006,2024-10-09,repayment,113.75,5013
1006,2024-11-08,repayment,113.75,5013
1006,2024-12-08,repayment,113.75,5013
1006,2023-10-21,loan_disbursement,3800.0,5014
1006,2023-11-20,repayment,332.5,5014
1006,2023-12-20,repayment,332.5,5014
1006,2024-01-19,repayment,332.5,5014
1006,2024-02-18,repayment,332.5,5014
1006,2024-03-19,repayment,332.5,5014
1006,2024-04-18,repayment,332.5,5014
1006,2024-05-18,repayment,332.5,5014
1006,2024-06-17,repayment,332.5,5014
1006,2024-07-17,repayment,332.5,5014
1006,2024-08-16,repayment,332.5,5014
1006,2024-09-15,repayment,332.5,5014
1006,2024-10-15,repayment,332.5,5014
1006,2023-12-31,loan_disbursement,3800.0,5015
1006,2024-01-30,repayment,197.92,5015
1006,2024-02-29,repayment,197.92,5015
1006,2024-03-30,repayment,197.92,5015
1006,2024-04-29,repayment,197.92,5015
1006,2024-05-29,repayment,197.92,5015
1006,2024-06-28,repayment,197.92,5015
1006,2024-07-28,repayment,197.92,5015
1006,2024-08-27,repayment,197.92,5015
1006,2024-09-26,repayment,197.92,5015
1006,2024-10-26,repayment,197.92,5015
1006,2024-11-25,repayment,197.92,5015
1006,2024-12-25,repayment,197.92,5015
1008,2023-03-20,loan_disbursement,3900.0,5016
1008,2023-04-19,repayment,747.5,5016
1008,2023-05-19,repayment,747.5,5016
1008,2023-06-18,repayment,747.5,5016
1008,2023-07-18,repayment,747.5,5016
1008,2023-08-17,repayment,747.5,5016
1008,2023-09-16,repayment,747.5,5016
1009,2023-02-05,loan_disbursement,5000.0,5017
1009,2023-03-07,repayment,958.33,5017
1009,2023-04-06,repayment,958.33,5017
1009,2023-05-06,repayment,958.33,5017
1009,2023-06-05,repayment,958.33,5017
1009,2023-07-05,repayment,958.33,5017
1009,2023-08-04,repayment,958.33,5017
1009,2023-06-13,loan_disbursement,4700.0,5018
1009,2023-07-13,repayment,205.62,5018
1009,2023-08-12,repayment,205.62,5018
1009,2023-09-11,repayment,205.62,5018
1009,2023-10-11,repayment,205.62,5018
1009,2023-11-10,repayment,205.62,5018
1009,2023-12-10,repayment,205.62,5018
1009,2024-01-09,repayment,205.62,5018
1009,2024-02-08,repayment,205.62,5018
1009,2024-03-09,repayment,205.62,5018
1009,2024-04-08,repayment,205.62,5018
1009,2024-05-08,repayment,205.62,5018
1009,2024-06-07,repayment,205.62,5018
1009,2024-07-07,repayment,205.62,5018
1009,2024-08-06,repayment,205.62,5018
1009,2024-09-05,repayment,205.62,5018
1009,2024-10-05,repayment,205.62,5018
1009,2024-11-04,repayment,205.62,5018
1009,2024-12-04,repayment,205.62,5018
1009,2023-10-31,loan_disbursement,7900.0,5019
1009,2023-11-30,repayment,378.54,5019
1009,2023-12-30,repayment,378.54,5019
1009,2024-01-29,repayment,378.54,5019
1009,2024-02-28,repayment,378.54,5019
1009,2024-03-29,repayment,378.54,5019
1009,2024-04-28,repayment,378.54,5019
1009,2024-05-28,repayment,378.54,5019
1009,2024-06-27,repayment,378.54,5019
1009,2024-07-27,repayment,378.54,5019
1009,2024-08-26,repayment,378.54,5019
1009,2024-09-25,repayment,378.54,5019
1009,2024-10-25,repayment,378.54,5019
1009,2024-11-24,repayment,378.54,5019
1009,2024-12-24,repayment,378.54,5019
1009,2024-04-10,loan_disbursement,9400.0,5020
1009,2024-05-10,repayment,1958.33,5020
1009,2024-06-09,repayment,1958.33,5020
1009,2024-07-09,repayment,1958.33,5020
1009,2024-08-08,repayment,1958.33,5020
1009,2024-09-07,repayment,1958.33,5020
1009,2024-10-07,repayment,1958.33,5020
1011,2023-03-27,loan_disbursement,1300.0,5021
1011,2023-04-26,repayment,113.75,5021
1011,2023-05-26,repayment,113.75,5021
1011,2023-06-25,repayment,113.75,5021
1011,2023-07-25,repayment,113.75,5021
1011,2023-08-24,repayment,113.75,5021
1011,2023-09-23,repayment,113.75,5021
1011,2023-10-23,repayment,113.75,5021
1011,2023-11-22,repayment,113.75,5021
1011,2023-12-22,repayment,113.75,5021
1011,2024-01-21,repayment,113.75,5021
1011,2024-02-20,repayment,113.75,5021
1011,2024-03-21,repayment,113.75,5021
1012,2023-05-26,loan_disbursement,2400.0,5022
1012,2023-06-25,repayment,230.0,5022
1012,2023-07-25,repayment,230.0,5022
1012,2023-08-24,repayment,230.0,5022
1012,2023-09-23,repayment,230.0,5022
1012,2023-10-23,repayment,230.0,5022
1012,2023-11-22,repayment,230.0,5022
1012,2023-12-22,repayment,230.0,5022
1012,2024-01-21,repayment,230.0,5022
1012,2024-02-20,repayment,230.0,5022
1012,2024-03-21,repayment,230.0,5022
1012,2024-04-20,repayment,230.0,5022
1012,2024-05-20,repayment,230.0,5022
1014,2023-03-30,loan_disbursement,15800.0,5023
1014,2023-04-29,repayment,757.08,5023
1014,2023-05-29,repayment,757.08,5023
1014,2023-06-28,repayment,757.08,5023
1014,2023-07-28,repayment,757.08,5023
1014,2023-08-27,repayment,757.08,5023
1014,2023-09-26,repayment,757.08,5023
1014,2023-10-26,repayment,757.08,5023
1014,2023-11-25,repayment,757.08,5023
1014,2023-12-25,repayment,757.08,5023
1014,2024-01-24,repayment,757.08,5023
1014,2024-02-23,repayment,757.08,5023
1014,2024-03-24,repayment,757.08,5023
1014,2024-04-23,repayment,757.08,5023
1014,2024-05-23,repayment,757.08,5023
1014,2024-06-22,repayment,757.08,5023
1014,2024-07-22,repayment,757.08,5023
1014,2024-08-21,repayment,757.08,5023
1014,2024-09-20,repayment,757.08,5023
1014,2024-10-20,repayment,757.08,5023
1014,2024-11-19,repayment,757.08,5023
1014,2024-12-19,repayment,757.08,5023
1014,2023-09-12,loan_disbursement,16300.0,5024
1014,2023-10-12,repayment,3124.17,5024
1014,2023-11-11,repayment,3124.17,5024
1014,2023-12-11,repayment,3124.17,5024
1014,2024-01-10,repayment,3124.17,5024
1014,2024-02-09,repayment,3124.17,5024
1014,2024-03-10,repayment,3124.17,5024
1014,2023-10-20,loan_disbursement,18600.0,5025
1014,2023-11-19,repayment,813.75,5025
1014,2023-12-19,repayment,813.75,5025
1014,2024-01-18,repayment,813.75,5025
1014,2024-02-17,repayment,813.75,5025
1014,2024-03-18,repayment,813.75,5025
1014,2024-04-17,repayment,813.75,5025
1014,2024-05-17,repayment,813.75,5025
1014,2024-06-16,repayment,813.75,5025
1014,2024-07-16,repayment,813.75,5025
1014,2024-08-15,repayment,813.75,5025
1014,2024-09-14,repayment,813.75,5025
1014,2024-10-14,repayment,813.75,5025
1014,2024-11-13,repayment,813.75,5025
1014,2024-12-13,repayment,813.75,5025
1014,2024-04-02,loan_disbursement,15400.0,5026
1014,2024-05-02,repayment,1604.17,5026
1014,2024-06-01,repayment,1604.17,5026
1014,2024-07-01,repayment,1604.17,5026
1014,2024-07-31,repayment,1604.17,5026
1014,2024-08-30,repayment,1604.17,5026
1014,2024-09-29,repayment,1604.17,5026
1014,2024-10-29,repayment,1604.17,5026
1014,2024-11-28,repayment,1604.17,5026
1014,2024-12-28,repayment,1604.17,5026
1015,2023-05-27,loan_disbursement,4000.0,5027
1015,2023-06-26,repayment,191.67,5027
1015,2023-07-26,repayment,191.67,5027
1015,2023-08-25,repayment,191.67,5027
1015,2023-09-24,repayment,191.67,5027
1015,2023-10-24,repayment,191.67,5027
1015,2023-11-23,repayment,191.67,5027
1015,2023-12-23,repayment,191.67,5027
1015,2024-01-22,repayment,191.67,5027
1015,2024-02-21,repayment,191.67,5027
1015,2024-03-22,repayment,191.67,5027
1015,2024-04-21,repayment,191.67,5027
1015,2024-05-21,repayment,191.67,5027
1015,2024-06-20,repayment,191.67,5027
1015,2024-07-20,repayment,191.67,5027
1015,2024-08-19,repayment,191.67,5027
1015,2024-09-18,repayment,191.67,5027
1015,2024-10-18,repayment,191.67,5027
1015,2024-11-17,repayment,191.67,5027
1015,2024-12-17,repayment,191.67,5027
1016,2023-04-10,loan_disbursement,3900.0,5028
1016,2023-05-10,repayment,186.88,5028
1016,2023-06-09,repayment,186.88,5028
1016,2023-07-09,repayment,186.88,5028
1016,2023-08-08,repayment,186.88,5028
1016,2023-09-07,repayment,186.88,5028
1016,2023-10-07,repayment,186.88,5028
1016,2023-11-06,repayment,186.88,5028
1016,2023-12-06,repayment,186.88,5028
1016,2024-01-05,repayment,186.88,5028
1016,2024-02-04,repayment,186.88,5028
1016,2024-03-05,repayment,186.88,5028
1016,2024-04-04,repayment,186.88,5028
1016,2024-05-04,repayment,186.88,5028
1016,2024-06-03,repayment,186.88,5028
1016,2024-07-03,repayment,186.88,5028
1016,2024-08-02,repayment,186.88,5028
1016,2024-09-01,repayment,186.88,5028
1016,2024-10-01,repayment,186.88,5028
1016,2024-10-31,repayment,186.88,5028
1016,2024-11-30,repayment,186.88,5028
1016,2024-12-30,repayment,186.88,5028
1017,2023-03-12,loan_disbursement,2800.0,5029
1017,2023-04-11,repayment,536.67,5029
1017,2023-05-11,repayment,536.67,5029
1017,2023-06-10,repayment,536.67,5029
1017,2023-07-10,repayment,536.67,5029
1017,2023-08-09,repayment,536.67,5029
1017,2023-09-08,repayment,536.67,5029
1017,2023-05-14,loan_disbursement,2100.0,5030
1017,2023-06-13,repayment,100.62,5030
1017,2023-07-13,repayment,100.62,5030
1017,2023-08-12,repayment,100.62,5030
1017,2023-09-11,repayment,100.62,5030
1017,2023-10-11,repayment,100.62,5030
1017,2023-11-10,repayment,100.62,5030
1017,2023-12-10,repayment,100.62,5030
1017,2024-01-09,repayment,100.62,5030
1017,2024-02-08,repayment,100.62,5030
1017,2024-03-09,repayment,100.62,5030
1017,2024-04-08,repayment,100.62,5030
1017,2024-05-08,repayment,100.62,5030
1017,2024-06-07,repayment,100.62,5030
1017,2024-07-07,repayment,100.62,5030
1017,2024-08-06,repayment,100.62,5030
1017,2024-09-05,repayment,100.62,5030
1017,2024-10-05,repayment,100.62,5030
1017,2024-11-04,repayment,100.62,5030
1017,2024-12-04,repayment,100.62,5030
1018,2023-02-26,loan_disbursement,2400.0,5031
1018,2023-03-28,repayment,460.0,5031
1018,2023-04-27,repayment,460.0,5031
1018,2023-05-27,repayment,460.0,5031
1018,2023-06-26,repayment,460.0,5031
1018,2023-07-26,repayment,460.0,5031
1018,2023-08-25,repayment,460.0,5031
1020,2023-05-25,loan_disbursement,6400.0,5032
1020,2023-06-24,repayment,613.33,5032
1020,2023-07-24,repayment,613.33,5032
1020,2023-08-23,repayment,613.33,5032
1020,2023-09-22,repayment,613.33,5032
1020,2023-10-22,repayment,613.33,5032
1020,2023-11-21,repayment,613.33,5032
1020,2023-12-21,repayment,613.33,5032
1020,2024-01-20,repayment,613.33,5032
1020,2024-02-19,repayment,613.33,5032
1020,2024-03-20,repayment,613.33,5032
1020,2024-04-19,repayment,613.33,5032
1020,2024-05-19,repayment,613.33,5032
1020,2023-08-16,loan_disbursement,10500.0,5033
1020,2023-09-15,repayment,2012.5,5033
1020,2023-10-15,repayment,2012.5,5033
1020,2023-11-14,repayment,2012.5,5033
1020,2023-12-14,repayment,2012.5,5033
1020,2024-01-13,repayment,2012.5,5033
1020,2024-02-12,repayment,2012.5,5033
1020,2023-09-20,loan_disbursement,6900.0,5034
1020,2023-10-20,repayment,330.62,5034
1020,2023-11-19,repayment,330.62,5034
1020,2023-12-19,repayment,330.62,5034
1020,2024-01-18,repayment,330.62,5034
1020,2024-02-17,repayment,330.62,5034
1020,2024-03-18,repayment,330.62,5034
1020,2024-04-17,repayment,330.62,5034
1020,2024-05-17,repayment,330.62,5034
1020,2024-06-16,repayment,330.62,5034
1020,2024-07-16,repayment,330.62,5034
1020,2024-08-15,repayment,330.62,5034
1020,2024-09-14,repayment,330.62,5034
1020,2024-10-14,repayment,330.62,5034
1020,2024-11-13,repayment,330.62,5034
1020,2024-12-13,repayment,330.62,5034
1020,2024-02-19,loan_disbursement,16200.0,5035
1020,2024-03-20,repayment,3375.0,5035
1020,2024-04-19,repayment,3375.0,5035
1020,2024-05-19,repayment,3375.0,5035
1020,2024-06-18,repayment,3375.0,5035
1020,2024-07-18,repayment,3375.0,5035
1020,2024-08-17,repayment,3375.0,5035
1020,2024-05-05,loan_disbursement,6700.0,5036
1020,2024-06-04,repayment,697.92,5036
1020,2024-07-04,repayment,697.92,5036
1020,2024-08-03,repayment,697.92,5036
1020,2024-09-02,repayment,697.92,5036
1020,2024-10-02,repayment,697.92,5036
1020,2024-11-01,repayment,697.92,5036
1020,2024-12-01,repayment,697.92,5036
1020,2024-12-31,repayment,697.92,5036
1023,2023-02-19,loan_disbursement,2100.0,5037
1023,2023-03-21,repayment,201.25,5037
1023,2023-04-20,repayment,201.25,5037
1023,2023-05-20,repayment,201.25,5037
1023,2023-06-19,repayment,201.25,5037
1023,2023-07-19,repayment,201.25,5037
1023,2023-08-18,repayment,201.25,5037
1023,2023-09-17,repayment,201.25,5037
1023,2023-10-17,repayment,201.25,5037
1023,2023-11-16,repayment,201.25,5037
1023,2023-12-16,repayment,201.25,5037
1023,2024-01-15,repayment,201.25,5037
1023,2024-02-14,repayment,201.25,5037
1024,2023-06-06,loan_disbursement,13000.0,5038
1024,2023-07-06,repayment,568.75,5038
1024,2023-08-05,repayment,568.75,5038
1024,2023-09-04,repayment,568.75,5038
1024,2023-10-04,repayment,568.75,5038
1024,2023-11-03,repayment,568.75,5038
1024,2023-12-03,repayment,568.75,5038
1024,2024-01-02,repayment,568.75,5038
1024,2024-02-01,repayment,568.75,5038
1024,2024-03-02,repayment,568.75,5038
1024,2024-04-01,repayment,568.75,5038
1024,2024-05-01,repayment,568.75,5038
1024,2024-05-31,repayment,568.75,5038
1024,2024-06-30,repayment,568.75,5038
1024,2024-07-30,repayment,568.75,5038
1024,2024-08-29,repayment,568.75,5038
1024,2024-09-28,repayment,568.75,5038
1024,2024-10-28,repayment,568.75,5038
1024,2024-11-27,repayment,568.75,5038
1024,2024-12-27,repayment,568.75,5038
1024,2023-10-18,loan_disbursement,12300.0,5039
1024,2023-11-17,repayment,2357.5,5039
1024,2023-12-17,repayment,2357.5,5039
1024,2024-01-16,repayment,2357.5,5039
1024,2024-02-15,repayment,2357.5,5039
1024,2024-03-16,repayment,2357.5,5039
1024,2024-04-15,repayment,2357.5,5039
1024,2023-11-19,loan_disbursement,6900.0,5040
1024,2023-12-19,repayment,661.25,5040
1024,2024-01-18,repayment,661.25,5040
1024,2024-02-17,repayment,661.25,5040
1024,2024-03-18,repayment,661.25,5040
1024,2024-04-17,repayment,661.25,5040
1024,2024-05-17,repayment,661.25,5040
1024,2024-06-16,repayment,661.25,5040
1024,2024-07-16,repayment,661.25,5040
1024,2024-08-15,repayment,661.25,5040
1024,2024-09-14,repayment,661.25,5040
1024,2024-10-14,repayment,661.25,5040
1024,2024-11-13,repayment,661.25,5040
1024,2024-05-04,loan_disbursement,16100.0,5041
1024,2024-06-03,repayment,838.54,5041
1024,2024-07-03,repayment,838.54,5041
1024,2024-08-02,repayment,838.54,5041
1024,2024-09-01,repayment,838.54,5041
1024,2024-10-01,repayment,838.54,5041
1024,2024-10-31,repayment,838.54,5041
1024,2024-11-30,repayment,838.54,5041
1024,2024-12-30,repayment,838.54,5041
1024,2024-09-01,loan_disbursement,12200.0,5042
1024,2024-10-01,repayment,1270.83,5042
1024,2024-10-31,repayment,1270.83,5042
1024,2024-11-30,repayment,1270.83,5042
1024,2024-12-30,repayment,1270.83,5042
1025,2023-05-11,loan_disbursement,1700.0,5043
1025,2023-06-10,repayment,81.46,5043
1025,2023-07-10,repayment,81.46,5043
1025,2023-08-09,repayment,81.46,5043
1025,2023-09-08,repayment,81.46,5043
1025,2023-10-08,repayment,81.46,5043
1025,2023-11-07,repayment,81.46,5043
1025,2023-12-07,repayment,81.46,5043
1025,2024-01-06,repayment,81.46,5043
1025,2024-02-05,repayment,81.46,5043
1025,2024-03-06,repayment,81.46,5043
1025,2024-04-05,repayment,81.46,5043
1025,2024-05-05,repayment,81.46,5043
1025,2024-06-04,repayment,81.46,5043
1025,2024-07-04,repayment,81.46,5043
1025,2024-08-03,repayment,81.46,5043
1025,2024-09-02,repayment,81.46,5043
1025,2024-10-02,repayment,81.46,5043
1025,2024-11-01,repayment,81.46,5043
1025,2024-12-01,repayment,81.46,5043
1025,2024-12-31,repayment,81.46,5043
1025,2023-06-11,loan_disbursement,2600.0,5044
1025,2023-07-11,repayment,227.5,5044
1025,2023-08-10,repayment,227.5,5044
1025,2023-09-09,repayment,227.5,5044
1025,2023-10-09,repayment,227.5,5044
1025,2023-11-08,repayment,227.5,5044
1025,2023-12-08,repayment,227.5,5044
1025,2024-01-07,repayment,227.5,5044
1025,2024-02-06,repayment,227.5,5044
1025,2024-03-07,repayment,227.5,5044
1025,2024-04-06,repayment,227.5,5044
1025,2024-05-06,repayment,227.5,5044
1025,2024-06-05,repayment,227.5,5044
1026,2023-05-10,loan_disbursement,14300.0,5045
1026,2023-06-09,repayment,1370.42,5045
1026,2023-07-09,repayment,1370.42,5045
1026,2023-08-08,repayment,1370.42,5045
1026,2023-09-07,repayment,1370.42,5045
1026,2023-10-07,repayment,1370.42,5045
1026,2023-11-06,repayment,1370.42,5045
1026,2023-12-06,repayment,1370.42,5045
1026,2024-01-05,repayment,1370.42,5045
1026,2024-02-04,repayment,1370.42,5045
1026,2024-03-05,repayment,1370.42,5045
1026,2024-04-04,repayment,1370.42,5045
1026,2024-05-04,repayment,1370.42,5045
1026,2023-07-05,loan_disbursement,16400.0,5046
1026,2023-08-04,repayment,717.5,5046
1026,2023-09-03,repayment,717.5,5046
1026,2023-10-03,repayment,717.5,5046
1026,2023-11-02,repayment,717.5,5046
1026,2023-12-02,repayment,717.5,5046
1026,2024-01-01,repayment,717.5,5046
1026,2024-01-31,repayment,717.5,5046
1026,2024-03-01,repayment,717.5,5046
1026,2024-03-31,repayment,717.5,5046
1026,2024-04-30,repayment,717.5,5046
1026,2024-05-30,repayment,717.5,5046
1026,2024-06-29,repayment,717.5,5046
1026,2024-07-29,repayment,717.5,5046
1026,2024-08-28,repayment,717.5,5046
1026,2024-09-27,repayment,717.5,5046
1026,2024-10-27,repayment,717.5,5046
1026,2024-11-26,repayment,717.5,5046
1026,2024-12-26,repayment,717.5,5046
1026,2023-10-21,loan_disbursement,11700.0,5047
1026,2023-11-20,repayment,511.88,5047
1026,2023-12-20,repayment,511.88,5047
1026,2024-01-19,repayment,511.88,5047
1026,2024-02-18,repayment,511.88,5047
1026,2024-03-19,repayment,511.88,5047
1026,2024-04-18,repayment,511.88,5047
1026,2024-05-18,repayment,511.88,5047
1026,2024-06-17,repayment,511.88,5047
1026,2024-07-17,repayment,511.88,5047
1026,2024-08-16,repayment,511.88,5047
1026,2024-09-15,repayment,511.88,5047
1026,2024-10-15,repayment,511.88,5047
1026,2024-11-14,repayment,511.88,5047
1026,2024-12-14,repayment,511.88,5047
1026,2024-04-03,loan_disbursement,10800.0,5048
1026,2024-05-03,repayment,1125.0,5048
1026,2024-06-02,repayment,1125.0,5048
1026,2024-07-02,repayment,1125.0,5048
1026,2024-08-01,repayment,1125.0,5048
1026,2024-08-31,repayment,1125.0,5048
1026,2024-09-30,repayment,1125.0,5048
1026,2024-10-30,repayment,1125.0,5048
1026,2024-11-29,repayment,1125.0,5048
1026,2024-12-29,repayment,1125.0,5048
1028,2023-02-10,loan_disbursement,4700.0,5049
1028,2023-03-12,repayment,225.21,5049
1028,2023-04-11,repayment,225.21,5049
1028,2023-05-11,repayment,225.21,5049
1028,2023-06-10,repayment,225.21,5049
1028,2023-07-10,repayment,225.21,5049
1028,2023-08-09,repayment,225.21,5049
1028,2023-09-08,repayment,225.21,5049
1028,2023-10-08,repayment,225.21,5049
1028,2023-11-07,repayment,225.21,5049
1028,2023-12-07,repayment,225.21,5049
1028,2024-01-06,repayment,225.21,5049
1028,2024-02-05,repayment,225.21,5049
1028,2024-03-06,repayment,225.21,5049
1028,2024-04-05,repayment,225.21,5049
1028,2024-05-05,repayment,225.21,5049
1028,2024-06-04,repayment,225.21,5049
1028,2024-07-04,repayment,225.21,5049
1028,2024-08-03,repayment,225.21,5049
1028,2024-09-02,repayment,225.21,5049
1028,2024-10-02,repayment,225.21,5049
1028,2024-11-01,repayment,225.21,5049
1028,2024-12-01,repayment,225.21,5049
1028,2024-12-31,repayment,225.21,5049
1028,2023-05-04,loan_disbursement,2700.0,5050
1028,2023-06-03,repayment,472.5,5050
1028,2023-07-03,repayment,472.5,5050
1028,2023-08-02,repayment,472.5,5050
1028,2023-09-01,repayment,472.5,5050
1028,2023-10-01,repayment,472.5,5050
1028,2023-10-31,repayment,472.5,5050
1029,2023-02-06,loan_disbursement,4500.0,5051
1029,2023-03-08,repayment,431.25,5051
1029,2023-04-07,repayment,431.25,5051
1029,2023-05-07,repayment,431.25,5051
1029,2023-06-06,repayment,431.25,5051
1029,2023-07-06,repayment,431.25,5051
1029,2023-08-05,repayment,431.25,5051
1029,2023-09-04,repayment,431.25,5051
1029,2023-10-04,repayment,431.25,5051
1029,2023-11-03,repayment,431.25,5051
1029,2023-12-03,repayment,431.25,5051
1029,2024-01-02,repayment,431.25,5051
1029,2024-02-01,repayment,431.25,5051
1032,2023-03-26,loan_disbursement,1900.0,5052
1032,2023-04-25,repayment,364.17,5052
1032,2023-05-25,repayment,364.17,5052
1032,2023-06-24,repayment,364.17,5052
1032,2023-07-24,repayment,364.17,5052
1032,2023-08-23,repayment,364.17,5052
1032,2023-09-22,repayment,364.17,5052
1034,2023-03-01,loan_disbursement,4100.0,5053
1034,2023-03-31,repayment,392.92,5053
1034,2023-04-30,repayment,392.92,5053
1034,2023-05-30,repayment,392.92,5053
